,country,date,daily_vaccinations,vaccines
0,Argentina,2020-12-29,6483,Sputnik V
1,Argentina,2020-12-30,15656,Sputnik V
2,Argentina,2020-12-31,15656,Sputnik V
3,Argentina,2021-01-01,11070,Sputnik V
4,Argentina,2021-01-02,8776,Sputnik V
5,Argentina,2021-01-03,7400,Sputnik V
6,Argentina,2021-01-04,6483,Sputnik V
7,Argentina,2021-01-05,7984,Sputnik V
8,Argentina,2021-01-06,8173,Sputnik V
9,Argentina,2021-01-07,8363,Sputnik V
10,Argentina,2021-01-08,10519,Sputnik V
11,Argentina,2021-01-09,11942,Sputnik V
12,Argentina,2021-01-10,13365,Sputnik V
13,Argentina,2021-01-11,14788,Sputnik V
14,Argentina,2021-01-12,14056,Sputnik V
15,Argentina,2021-01-13,13323,Sputnik V
16,Argentina,2021-01-14,13320,Sputnik V
17,Argentina,2021-01-15,13317,Sputnik V
18,Argentina,2021-01-16,12971,Sputnik V
19,Argentina,2021-01-17,12624,Sputnik V
20,Argentina,2021-01-18,12278,Sputnik V
21,Argentina,2021-01-19,11932,Sputnik V
22,Argentina,2021-01-20,11586,Sputnik V
23,Argentina,2021-01-21,11704,Sputnik V
24,Argentina,2021-01-22,11263,Sputnik V
25,Argentina,2021-01-23,11124,Sputnik V
26,Argentina,2021-01-24,10342,Sputnik V
27,Argentina,2021-01-25,9046,Sputnik V
28,Austria,2021-01-05,3368,Pfizer/BioNTech
29,Austria,2021-01-06,3368,Pfizer/BioNTech
30,Austria,2021-01-07,3368,Pfizer/BioNTech
31,Austria,2021-01-08,7263,Pfizer/BioNTech
32,Austria,2021-01-09,5791,Pfizer/BioNTech
33,Austria,2021-01-10,4705,Pfizer/BioNTech
34,Austria,2021-01-11,5031,Pfizer/BioNTech
35,Austria,2021-01-12,6366,Pfizer/BioNTech
36,Austria,2021-01-13,7365,Pfizer/BioNTech
37,Austria,2021-01-14,8429,Pfizer/BioNTech
38,Austria,2021-01-15,7747,Pfizer/BioNTech
39,Austria,2021-01-16,7953,Pfizer/BioNTech
40,Austria,2021-01-17,10129,Pfizer/BioNTech
41,Austria,2021-01-18,11852,Pfizer/BioNTech
42,Austria,2021-01-19,12472,Pfizer/BioNTech
43,Austria,2021-01-20,12489,Pfizer/BioNTech
44,Austria,2021-01-21,12552,Pfizer/BioNTech
45,Austria,2021-01-22,11797,Pfizer/BioNTech
46,Austria,2021-01-23,11765,Pfizer/BioNTech
47,Austria,2021-01-24,9622,Pfizer/BioNTech
48,Bahrain,2020-12-23,943,"Pfizer/BioNTech, Sinopharm"
49,Bahrain,2020-12-24,11106,"Pfizer/BioNTech, Sinopharm"
50,Bahrain,2020-12-25,5789,"Pfizer/BioNTech, Sinopharm"
51,Bahrain,2020-12-26,4197,"Pfizer/BioNTech, Sinopharm"
52,Bahrain,2020-12-27,3662,"Pfizer/BioNTech, Sinopharm"
53,Bahrain,2020-12-28,3210,"Pfizer/BioNTech, Sinopharm"
54,Bahrain,2020-12-29,2846,"Pfizer/BioNTech, Sinopharm"
55,Bahrain,2020-12-30,2622,"Pfizer/BioNTech, Sinopharm"
56,Bahrain,2020-12-31,1225,"Pfizer/BioNTech, Sinopharm"
57,Bahrain,2021-01-01,1258,"Pfizer/BioNTech, Sinopharm"
58,Bahrain,2021-01-02,1220,"Pfizer/BioNTech, Sinopharm"
59,Bahrain,2021-01-03,1011,"Pfizer/BioNTech, Sinopharm"
60,Bahrain,2021-01-04,943,"Pfizer/BioNTech, Sinopharm"
61,Bahrain,2021-01-05,1122,"Pfizer/BioNTech, Sinopharm"
62,Bahrain,2021-01-06,1594,"Pfizer/BioNTech, Sinopharm"
63,Bahrain,2021-01-07,1942,"Pfizer/BioNTech, Sinopharm"
64,Bahrain,2021-01-08,2706,"Pfizer/BioNTech, Sinopharm"
65,Bahrain,2021-01-09,3437,"Pfizer/BioNTech, Sinopharm"
66,Bahrain,2021-01-10,4080,"Pfizer/BioNTech, Sinopharm"
67,Bahrain,2021-01-11,4427,"Pfizer/BioNTech, Sinopharm"
68,Bahrain,2021-01-12,4840,"Pfizer/BioNTech, Sinopharm"
69,Bahrain,2021-01-13,4699,"Pfizer/BioNTech, Sinopharm"
70,Bahrain,2021-01-14,5332,"Pfizer/BioNTech, Sinopharm"
71,Bahrain,2021-01-15,6361,"Pfizer/BioNTech, Sinopharm"
72,Bahrain,2021-01-16,7572,"Pfizer/BioNTech, Sinopharm"
73,Bahrain,2021-01-17,7473,"Pfizer/BioNTech, Sinopharm"
74,Bahrain,2021-01-18,7176,"Pfizer/BioNTech, Sinopharm"
75,Bahrain,2021-01-19,6546,"Pfizer/BioNTech, Sinopharm"
76,Bahrain,2021-01-20,6110,"Pfizer/BioNTech, Sinopharm"
77,Belgium,2020-12-28,1,Pfizer/BioNTech
78,Belgium,2020-12-29,1,Pfizer/BioNTech
79,Belgium,2020-12-30,234,Pfizer/BioNTech
80,Belgium,2020-12-31,159,Pfizer/BioNTech
81,Belgium,2021-01-01,122,Pfizer/BioNTech
82,Belgium,2021-01-02,97,Pfizer/BioNTech
83,Belgium,2021-01-03,81,Pfizer/BioNTech
84,Belgium,2021-01-04,70,Pfizer/BioNTech
85,Belgium,2021-01-05,283,Pfizer/BioNTech
86,Belgium,2021-01-06,736,Pfizer/BioNTech
87,Belgium,2021-01-07,1855,Pfizer/BioNTech
88,Belgium,2021-01-08,3134,Pfizer/BioNTech
89,Belgium,2021-01-09,3578,Pfizer/BioNTech
90,Belgium,2021-01-10,3634,Pfizer/BioNTech
91,Belgium,2021-01-11,4398,Pfizer/BioNTech
92,Belgium,2021-01-12,6284,Pfizer/BioNTech
93,Belgium,2021-01-13,8558,Pfizer/BioNTech
94,Belgium,2021-01-14,10320,Pfizer/BioNTech
95,Belgium,2021-01-15,12023,Pfizer/BioNTech
96,Belgium,2021-01-16,12246,Pfizer/BioNTech
97,Belgium,2021-01-17,12582,Pfizer/BioNTech
98,Belgium,2021-01-18,13135,Pfizer/BioNTech
99,Belgium,2021-01-19,13001,Pfizer/BioNTech
100,Belgium,2021-01-20,12222,Pfizer/BioNTech
101,Belgium,2021-01-21,11112,Pfizer/BioNTech
102,Belgium,2021-01-22,9632,Pfizer/BioNTech
103,Brazil,2021-01-16,112,Sinovac
104,Brazil,2021-01-17,112,Sinovac
105,Brazil,2021-01-18,554,Sinovac
106,Brazil,2021-01-19,3823,Sinovac
107,Brazil,2021-01-20,7136,Sinovac
108,Brazil,2021-01-21,27304,Sinovac
109,Brazil,2021-01-22,40980,Sinovac
110,Brazil,2021-01-23,76825,Sinovac
111,Brazil,2021-01-24,86373,Sinovac
112,Brazil,2021-01-25,99928,Sinovac
113,Bulgaria,2020-12-29,472,"Moderna, Pfizer/BioNTech"
114,Bulgaria,2020-12-30,2889,"Moderna, Pfizer/BioNTech"
115,Bulgaria,2020-12-31,1477,"Moderna, Pfizer/BioNTech"
116,Bulgaria,2021-01-01,1007,"Moderna, Pfizer/BioNTech"
117,Bulgaria,2021-01-02,799,"Moderna, Pfizer/BioNTech"
118,Bulgaria,2021-01-03,675,"Moderna, Pfizer/BioNTech"
119,Bulgaria,2021-01-04,592,"Moderna, Pfizer/BioNTech"
120,Bulgaria,2021-01-05,533,"Moderna, Pfizer/BioNTech"
121,Bulgaria,2021-01-06,472,"Moderna, Pfizer/BioNTech"
122,Bulgaria,2021-01-07,920,"Moderna, Pfizer/BioNTech"
123,Bulgaria,2021-01-08,1231,"Moderna, Pfizer/BioNTech"
124,Bulgaria,2021-01-09,1222,"Moderna, Pfizer/BioNTech"
125,Bulgaria,2021-01-10,1246,"Moderna, Pfizer/BioNTech"
126,Bulgaria,2021-01-11,1270,"Moderna, Pfizer/BioNTech"
127,Bulgaria,2021-01-12,1476,"Moderna, Pfizer/BioNTech"
128,Bulgaria,2021-01-13,1304,"Moderna, Pfizer/BioNTech"
129,Bulgaria,2021-01-14,938,"Moderna, Pfizer/BioNTech"
130,Bulgaria,2021-01-15,682,"Moderna, Pfizer/BioNTech"
131,Bulgaria,2021-01-16,694,"Moderna, Pfizer/BioNTech"
132,Bulgaria,2021-01-17,662,"Moderna, Pfizer/BioNTech"
133,Bulgaria,2021-01-18,782,"Moderna, Pfizer/BioNTech"
134,Bulgaria,2021-01-19,921,"Moderna, Pfizer/BioNTech"
135,Bulgaria,2021-01-20,1013,"Moderna, Pfizer/BioNTech"
136,Bulgaria,2021-01-21,1081,"Moderna, Pfizer/BioNTech"
137,Bulgaria,2021-01-22,1139,"Moderna, Pfizer/BioNTech"
138,Bulgaria,2021-01-23,1112,"Moderna, Pfizer/BioNTech"
139,Bulgaria,2021-01-24,1099,"Moderna, Pfizer/BioNTech"
140,Bulgaria,2021-01-25,1023,"Moderna, Pfizer/BioNTech"
141,Canada,2020-12-14,866,"Moderna, Pfizer/BioNTech"
142,Canada,2020-12-15,866,"Moderna, Pfizer/BioNTech"
143,Canada,2020-12-16,1693,"Moderna, Pfizer/BioNTech"
144,Canada,2020-12-17,2301,"Moderna, Pfizer/BioNTech"
145,Canada,2020-12-18,2580,"Moderna, Pfizer/BioNTech"
146,Canada,2020-12-19,2319,"Moderna, Pfizer/BioNTech"
147,Canada,2020-12-20,2366,"Moderna, Pfizer/BioNTech"
148,Canada,2020-12-21,2938,"Moderna, Pfizer/BioNTech"
149,Canada,2020-12-22,3589,"Moderna, Pfizer/BioNTech"
150,Canada,2020-12-23,4487,"Moderna, Pfizer/BioNTech"
151,Canada,2020-12-24,5457,"Moderna, Pfizer/BioNTech"
152,Canada,2020-12-25,5012,"Moderna, Pfizer/BioNTech"
153,Canada,2020-12-26,5261,"Moderna, Pfizer/BioNTech"
154,Canada,2020-12-27,5398,"Moderna, Pfizer/BioNTech"
155,Canada,2020-12-28,5512,"Moderna, Pfizer/BioNTech"
156,Canada,2020-12-29,6352,"Moderna, Pfizer/BioNTech"
157,Canada,2020-12-30,6342,"Moderna, Pfizer/BioNTech"
158,Canada,2020-12-31,7205,"Moderna, Pfizer/BioNTech"
159,Canada,2021-01-01,8378,"Moderna, Pfizer/BioNTech"
160,Canada,2021-01-02,9101,"Moderna, Pfizer/BioNTech"
161,Canada,2021-01-03,9350,"Moderna, Pfizer/BioNTech"
162,Canada,2021-01-04,11044,"Moderna, Pfizer/BioNTech"
163,Canada,2021-01-05,12111,"Moderna, Pfizer/BioNTech"
164,Canada,2021-01-06,14887,"Moderna, Pfizer/BioNTech"
165,Canada,2021-01-07,17662,"Moderna, Pfizer/BioNTech"
166,Canada,2021-01-08,22412,"Moderna, Pfizer/BioNTech"
167,Canada,2021-01-09,26418,"Moderna, Pfizer/BioNTech"
168,Canada,2021-01-10,29046,"Moderna, Pfizer/BioNTech"
169,Canada,2021-01-11,31914,"Moderna, Pfizer/BioNTech"
170,Canada,2021-01-12,33281,"Moderna, Pfizer/BioNTech"
171,Canada,2021-01-13,33646,"Moderna, Pfizer/BioNTech"
172,Canada,2021-01-14,34290,"Moderna, Pfizer/BioNTech"
173,Canada,2021-01-15,35208,"Moderna, Pfizer/BioNTech"
174,Canada,2021-01-16,35134,"Moderna, Pfizer/BioNTech"
175,Canada,2021-01-17,35670,"Moderna, Pfizer/BioNTech"
176,Canada,2021-01-18,36358,"Moderna, Pfizer/BioNTech"
177,Canada,2021-01-19,37521,"Moderna, Pfizer/BioNTech"
178,Canada,2021-01-20,39576,"Moderna, Pfizer/BioNTech"
179,Canada,2021-01-21,39910,"Moderna, Pfizer/BioNTech"
180,Canada,2021-01-22,38417,"Moderna, Pfizer/BioNTech"
181,Canada,2021-01-23,36850,"Moderna, Pfizer/BioNTech"
182,Canada,2021-01-24,35101,"Moderna, Pfizer/BioNTech"
183,Canada,2021-01-25,32183,"Moderna, Pfizer/BioNTech"
184,Chile,2020-12-24,51,Pfizer/BioNTech
185,Chile,2020-12-25,4771,Pfizer/BioNTech
186,Chile,2020-12-26,3958,Pfizer/BioNTech
187,Chile,2020-12-27,2742,Pfizer/BioNTech
188,Chile,2020-12-28,2069,Pfizer/BioNTech
189,Chile,2020-12-29,1665,Pfizer/BioNTech
190,Chile,2020-12-30,1396,Pfizer/BioNTech
191,Chile,2020-12-31,1204,Pfizer/BioNTech
192,Chile,2021-01-01,530,Pfizer/BioNTech
193,Chile,2021-01-02,88,Pfizer/BioNTech
194,Chile,2021-01-03,51,Pfizer/BioNTech
195,Chile,2021-01-04,51,Pfizer/BioNTech
196,Chile,2021-01-05,250,Pfizer/BioNTech
197,Chile,2021-01-06,272,Pfizer/BioNTech
198,Chile,2021-01-07,344,Pfizer/BioNTech
199,Chile,2021-01-08,417,Pfizer/BioNTech
200,Chile,2021-01-09,489,Pfizer/BioNTech
201,Chile,2021-01-10,562,Pfizer/BioNTech
202,Chile,2021-01-11,635,Pfizer/BioNTech
203,Chile,2021-01-12,508,Pfizer/BioNTech
204,Chile,2021-01-13,559,Pfizer/BioNTech
205,Chile,2021-01-14,1038,Pfizer/BioNTech
206,Chile,2021-01-15,1437,Pfizer/BioNTech
207,Chile,2021-01-16,1366,Pfizer/BioNTech
208,Chile,2021-01-17,1291,Pfizer/BioNTech
209,Chile,2021-01-18,2699,Pfizer/BioNTech
210,Chile,2021-01-19,5267,Pfizer/BioNTech
211,Chile,2021-01-20,5632,Pfizer/BioNTech
212,Chile,2021-01-21,6328,Pfizer/BioNTech
213,Chile,2021-01-22,5882,Pfizer/BioNTech
214,Chile,2021-01-23,6000,Pfizer/BioNTech
215,Chile,2021-01-24,6020,Pfizer/BioNTech
216,Chile,2021-01-25,4557,Pfizer/BioNTech
217,China,2020-12-15,187500,"CNBG, Sinovac"
218,China,2020-12-16,187500,"CNBG, Sinovac"
219,China,2020-12-17,187500,"CNBG, Sinovac"
220,China,2020-12-18,187500,"CNBG, Sinovac"
221,China,2020-12-19,187500,"CNBG, Sinovac"
222,China,2020-12-20,187500,"CNBG, Sinovac"
223,China,2020-12-21,187500,"CNBG, Sinovac"
224,China,2020-12-22,187500,"CNBG, Sinovac"
225,China,2020-12-23,187500,"CNBG, Sinovac"
226,China,2020-12-24,187500,"CNBG, Sinovac"
227,China,2020-12-25,187500,"CNBG, Sinovac"
228,China,2020-12-26,187500,"CNBG, Sinovac"
229,China,2020-12-27,187500,"CNBG, Sinovac"
230,China,2020-12-28,187500,"CNBG, Sinovac"
231,China,2020-12-29,187500,"CNBG, Sinovac"
232,China,2020-12-30,187500,"CNBG, Sinovac"
233,China,2020-12-31,187500,"CNBG, Sinovac"
234,China,2021-01-01,232143,"CNBG, Sinovac"
235,China,2021-01-02,276786,"CNBG, Sinovac"
236,China,2021-01-03,321429,"CNBG, Sinovac"
237,China,2021-01-04,366071,"CNBG, Sinovac"
238,China,2021-01-05,410714,"CNBG, Sinovac"
239,China,2021-01-06,455357,"CNBG, Sinovac"
240,China,2021-01-07,500000,"CNBG, Sinovac"
241,China,2021-01-08,500000,"CNBG, Sinovac"
242,China,2021-01-09,500000,"CNBG, Sinovac"
243,China,2021-01-10,464286,"CNBG, Sinovac"
244,China,2021-01-11,428571,"CNBG, Sinovac"
245,China,2021-01-12,392857,"CNBG, Sinovac"
246,China,2021-01-13,357143,"CNBG, Sinovac"
247,China,2021-01-14,387755,"CNBG, Sinovac"
248,China,2021-01-15,418367,"CNBG, Sinovac"
249,China,2021-01-16,448980,"CNBG, Sinovac"
250,China,2021-01-17,515306,"CNBG, Sinovac"
251,China,2021-01-18,581633,"CNBG, Sinovac"
252,China,2021-01-19,647959,"CNBG, Sinovac"
253,China,2021-01-20,714286,"CNBG, Sinovac"
254,Costa Rica,2020-12-24,240,Pfizer/BioNTech
255,Costa Rica,2020-12-25,240,Pfizer/BioNTech
256,Costa Rica,2020-12-26,240,Pfizer/BioNTech
257,Costa Rica,2020-12-27,240,Pfizer/BioNTech
258,Costa Rica,2020-12-28,240,Pfizer/BioNTech
259,Costa Rica,2020-12-29,240,Pfizer/BioNTech
260,Costa Rica,2020-12-30,240,Pfizer/BioNTech
261,Costa Rica,2020-12-31,240,Pfizer/BioNTech
262,Costa Rica,2021-01-01,240,Pfizer/BioNTech
263,Costa Rica,2021-01-02,240,Pfizer/BioNTech
264,Costa Rica,2021-01-03,240,Pfizer/BioNTech
265,Costa Rica,2021-01-04,414,Pfizer/BioNTech
266,Costa Rica,2021-01-05,588,Pfizer/BioNTech
267,Costa Rica,2021-01-06,763,Pfizer/BioNTech
268,Costa Rica,2021-01-07,937,Pfizer/BioNTech
269,Costa Rica,2021-01-08,1111,Pfizer/BioNTech
270,Costa Rica,2021-01-09,1385,Pfizer/BioNTech
271,Costa Rica,2021-01-10,1659,Pfizer/BioNTech
272,Costa Rica,2021-01-11,1759,Pfizer/BioNTech
273,Costa Rica,2021-01-12,1859,Pfizer/BioNTech
274,Costa Rica,2021-01-13,1959,Pfizer/BioNTech
275,Costa Rica,2021-01-14,2058,Pfizer/BioNTech
276,Costa Rica,2021-01-15,2158,Pfizer/BioNTech
277,Costa Rica,2021-01-16,2066,Pfizer/BioNTech
278,Costa Rica,2021-01-17,1973,Pfizer/BioNTech
279,Costa Rica,2021-01-18,1880,Pfizer/BioNTech
280,Croatia,2020-12-30,989,Pfizer/BioNTech
281,Croatia,2020-12-31,1105,Pfizer/BioNTech
282,Croatia,2021-01-01,1105,Pfizer/BioNTech
283,Croatia,2021-01-02,1105,Pfizer/BioNTech
284,Croatia,2021-01-03,1105,Pfizer/BioNTech
285,Croatia,2021-01-04,1036,Pfizer/BioNTech
286,Croatia,2021-01-05,989,Pfizer/BioNTech
287,Croatia,2021-01-06,1334,Pfizer/BioNTech
288,Croatia,2021-01-07,1662,Pfizer/BioNTech
289,Croatia,2021-01-08,2130,Pfizer/BioNTech
290,Croatia,2021-01-09,2689,Pfizer/BioNTech
291,Croatia,2021-01-10,2693,Pfizer/BioNTech
292,Croatia,2021-01-11,2748,Pfizer/BioNTech
293,Croatia,2021-01-12,2802,Pfizer/BioNTech
294,Croatia,2021-01-13,2479,Pfizer/BioNTech
295,Croatia,2021-01-14,2485,Pfizer/BioNTech
296,Croatia,2021-01-15,2364,Pfizer/BioNTech
297,Croatia,2021-01-16,2272,Pfizer/BioNTech
298,Croatia,2021-01-17,2510,Pfizer/BioNTech
299,Croatia,2021-01-18,2747,Pfizer/BioNTech
300,Croatia,2021-01-19,2984,Pfizer/BioNTech
301,Croatia,2021-01-20,3329,Pfizer/BioNTech
302,Croatia,2021-01-21,3343,Pfizer/BioNTech
303,Croatia,2021-01-22,3346,Pfizer/BioNTech
304,Croatia,2021-01-23,2960,Pfizer/BioNTech
305,Croatia,2021-01-24,2800,Pfizer/BioNTech
306,Croatia,2021-01-25,2640,Pfizer/BioNTech
307,Cyprus,2021-01-06,534,Pfizer/BioNTech
308,Cyprus,2021-01-07,534,Pfizer/BioNTech
309,Cyprus,2021-01-08,534,Pfizer/BioNTech
310,Cyprus,2021-01-09,534,Pfizer/BioNTech
311,Cyprus,2021-01-10,534,Pfizer/BioNTech
312,Cyprus,2021-01-11,594,Pfizer/BioNTech
313,Cyprus,2021-01-12,635,Pfizer/BioNTech
314,Cyprus,2021-01-13,664,Pfizer/BioNTech
315,Cyprus,2021-01-14,708,Pfizer/BioNTech
316,Cyprus,2021-01-15,751,Pfizer/BioNTech
317,Cyprus,2021-01-16,821,Pfizer/BioNTech
318,Cyprus,2021-01-17,891,Pfizer/BioNTech
319,Cyprus,2021-01-18,917,Pfizer/BioNTech
320,Cyprus,2021-01-19,943,Pfizer/BioNTech
321,Cyprus,2021-01-20,969,Pfizer/BioNTech
322,Cyprus,2021-01-21,996,Pfizer/BioNTech
323,Cyprus,2021-01-22,1022,Pfizer/BioNTech
324,Czechia,2020-12-27,1822,"Moderna, Pfizer/BioNTech"
325,Czechia,2020-12-28,2229,"Moderna, Pfizer/BioNTech"
326,Czechia,2020-12-29,2798,"Moderna, Pfizer/BioNTech"
327,Czechia,2020-12-30,3010,"Moderna, Pfizer/BioNTech"
328,Czechia,2020-12-31,2583,"Moderna, Pfizer/BioNTech"
329,Czechia,2021-01-01,2119,"Moderna, Pfizer/BioNTech"
330,Czechia,2021-01-02,1974,"Moderna, Pfizer/BioNTech"
331,Czechia,2021-01-03,1822,"Moderna, Pfizer/BioNTech"
332,Czechia,2021-01-04,1994,"Moderna, Pfizer/BioNTech"
333,Czechia,2021-01-05,2128,"Moderna, Pfizer/BioNTech"
334,Czechia,2021-01-06,2439,"Moderna, Pfizer/BioNTech"
335,Czechia,2021-01-07,3361,"Moderna, Pfizer/BioNTech"
336,Czechia,2021-01-08,4730,"Moderna, Pfizer/BioNTech"
337,Czechia,2021-01-09,4832,"Moderna, Pfizer/BioNTech"
338,Czechia,2021-01-10,4944,"Moderna, Pfizer/BioNTech"
339,Czechia,2021-01-11,5812,"Moderna, Pfizer/BioNTech"
340,Czechia,2021-01-12,7042,"Moderna, Pfizer/BioNTech"
341,Czechia,2021-01-13,8132,"Moderna, Pfizer/BioNTech"
342,Czechia,2021-01-14,9103,"Moderna, Pfizer/BioNTech"
343,Czechia,2021-01-15,9588,"Moderna, Pfizer/BioNTech"
344,Czechia,2021-01-16,9771,"Moderna, Pfizer/BioNTech"
345,Czechia,2021-01-17,9963,"Moderna, Pfizer/BioNTech"
346,Czechia,2021-01-18,10515,"Moderna, Pfizer/BioNTech"
347,Czechia,2021-01-19,10743,"Moderna, Pfizer/BioNTech"
348,Czechia,2021-01-20,10919,"Moderna, Pfizer/BioNTech"
349,Czechia,2021-01-21,11087,"Moderna, Pfizer/BioNTech"
350,Czechia,2021-01-22,11174,"Moderna, Pfizer/BioNTech"
351,Czechia,2021-01-23,11220,"Moderna, Pfizer/BioNTech"
352,Czechia,2021-01-24,11136,"Moderna, Pfizer/BioNTech"
353,Czechia,2021-01-25,9226,"Moderna, Pfizer/BioNTech"
354,Denmark,2020-12-27,1994,"Moderna, Pfizer/BioNTech"
355,Denmark,2020-12-28,1994,"Moderna, Pfizer/BioNTech"
356,Denmark,2020-12-29,5527,"Moderna, Pfizer/BioNTech"
357,Denmark,2020-12-30,7525,"Moderna, Pfizer/BioNTech"
358,Denmark,2020-12-31,7223,"Moderna, Pfizer/BioNTech"
359,Denmark,2021-01-01,6254,"Moderna, Pfizer/BioNTech"
360,Denmark,2021-01-02,6712,"Moderna, Pfizer/BioNTech"
361,Denmark,2021-01-03,6616,"Moderna, Pfizer/BioNTech"
362,Denmark,2021-01-04,6679,"Moderna, Pfizer/BioNTech"
363,Denmark,2021-01-05,7319,"Moderna, Pfizer/BioNTech"
364,Denmark,2021-01-06,8525,"Moderna, Pfizer/BioNTech"
365,Denmark,2021-01-07,10138,"Moderna, Pfizer/BioNTech"
366,Denmark,2021-01-08,11022,"Moderna, Pfizer/BioNTech"
367,Denmark,2021-01-09,10008,"Moderna, Pfizer/BioNTech"
368,Denmark,2021-01-10,9261,"Moderna, Pfizer/BioNTech"
369,Denmark,2021-01-11,9008,"Moderna, Pfizer/BioNTech"
370,Denmark,2021-01-12,7139,"Moderna, Pfizer/BioNTech"
371,Denmark,2021-01-13,6098,"Moderna, Pfizer/BioNTech"
372,Denmark,2021-01-14,6122,"Moderna, Pfizer/BioNTech"
373,Denmark,2021-01-15,7052,"Moderna, Pfizer/BioNTech"
374,Denmark,2021-01-16,7451,"Moderna, Pfizer/BioNTech"
375,Denmark,2021-01-17,7800,"Moderna, Pfizer/BioNTech"
376,Denmark,2021-01-18,8567,"Moderna, Pfizer/BioNTech"
377,Denmark,2021-01-19,9160,"Moderna, Pfizer/BioNTech"
378,Denmark,2021-01-20,7840,"Moderna, Pfizer/BioNTech"
379,Denmark,2021-01-21,5852,"Moderna, Pfizer/BioNTech"
380,Denmark,2021-01-22,4568,"Moderna, Pfizer/BioNTech"
381,Denmark,2021-01-23,4948,"Moderna, Pfizer/BioNTech"
382,Denmark,2021-01-24,5299,"Moderna, Pfizer/BioNTech"
383,Denmark,2021-01-25,4439,"Moderna, Pfizer/BioNTech"
384,Ecuador,2021-01-21,108,Pfizer/BioNTech
385,Ecuador,2021-01-22,108,Pfizer/BioNTech
386,England,2020-12-20,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
387,England,2020-12-21,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
388,England,2020-12-22,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
389,England,2020-12-23,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
390,England,2020-12-24,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
391,England,2020-12-25,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
392,England,2020-12-26,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
393,England,2020-12-27,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
394,England,2020-12-28,39253,"Oxford/AstraZeneca, Pfizer/BioNTech"
